T174;2946;03906-120;5;61;3;4;2;-;3;1;2;-;6;2;2;9;1991;5;2;3
T066;4021;08430-885;1;53;3;1;1;6;9;1;3;-;3;2;1;8;1957;1;1;1
T157;4382;02866-165;1;52;3;0;2;-;4;4;3;-;2;2;2;5;1994;4;2;2
T144;3627;04894-270;1;51;6;1;1;1;8;7;1;2;3;2;1;11;1990;4;2;2
T013;3808;04894-280;6;51;4;3;1;2;9;6;2;-;10;2;2;8;1980;3;2;3
T102;4876;04894-290;5;51;6;0;2;-;7;6;3;-;2;2;1;6;1984;5;2;2
T178;1985;04894-300;1;63;1;4;2;-;5;1;3;-;4;2;1;9;1976;4;2;2
T064;5356;04894-310;1;61;5;4;2;-;10;4;3;-;6;1;2;7;1950;5;1;1
T127;2621;03906-110;1;64;3;4;1;4;5;4;3;-;6;2;1;3;1962;4;2;2
T090;2757;04894-330;5;15;4;0;1;2;3;5;3;-;10;2;2;7;1963;3;2;1
T186;774;03906-100;5;12;5;3;2;-;9;6;3;-;10;1;2;6;1993;3;2;1
T061;4291;05792-065;1;63;5;1;2;-;7;2;2;-;12;1;2;4;1956;2;1;3
T161;903;05269-065;6;62;3;4;2;-;7;4;2;-;6;1;1;4;1976;4;2;2
T024;123;03924-105;5;53;2;3;1;4;2;7;1;1;3;2;1;10;1987;4;1;3
T008;1092;02982-195;1;65;3;3;1;2;2;3;2;-;12;1;2;11;1985;2;2;3
T001;1465;03812-035;5;61;2;0;2;-;7;3;3;-;6;2;1;4;1958;4;1;2
T134;701;08430-890;6;11;5;3;2;-;8;4;3;-;12;1;1;1;1980;4;1;1
T135;2657;04894-320;6;11;2;0;2;-;2;3;3;-;1;1;1;5;1969;2;1;2
T030;3901;04893-170;1;15;3;4;1;6;4;7;1;3;2;1;2;2;1968;2;1;1
T175;189;04847-220;1;15;1;3;2;-;4;6;1;3;12;2;1;10;1972;4;2;1
T132;1118;04856-070;5;11;1;3;1;2;9;7;2;-;2;2;2;10;1973;1;2;1
T085;2685;08090-650;6;52;5;3;2;-;1;2;1;3;2;2;2;1;1998;5;2;3
T027;1239;04898-100;1;51;4;2;1;1;7;3;3;-;3;1;2;10;1977;5;2;3
T042;5523;04898-110;5;63;4;3;1;3;4;5;2;-;10;1;2;7;1952;1;2;3
T140;4926;04898-120;5;51;4;1;2;-;7;3;2;-;12;2;1;3;1977;4;1;2
T121;4910;04898-130;5;12;6;0;2;-;5;6;2;-;12;1;1;3;1989;4;1;1
T180;1824;04898-140;1;11;3;0;2;-;2;5;1;3;1;2;2;2;1993;3;1;3
T133;4318;03982-065;6;52;2;4;1;5;6;5;2;-;10;2;1;2;1999;1;2;3
T167;795;03129-055;5;65;4;4;1;6;3;2;3;-;10;2;1;2;1997;3;2;1
T092;1291;04893-110;5;61;3;0;1;1;3;2;3;-;4;1;1;8;1951;5;1;3
T021;2134;04893-190;5;15;5;0;2;-;10;5;3;-;12;2;2;10;1967;2;2;1
T009;785;04893-140;1;13;6;2;1;4;4;7;1;1;4;2;1;8;1992;2;1;3
T105;1214;08430-883;6;13;1;0;1;4;8;2;3;-;3;2;2;4;1976;5;2;2
T119;4962;04865-200;1;15;1;0;1;2;3;5;3;-;12;1;1;8;1990;2;1;2
T188;895;02813-015;1;52;4;2;2;-;1;1;2;-;6;1;2;8;1965;2;2;1
T058;4195;02311-060;1;51;5;1;2;-;6;4;3;-;10;1;2;3;1953;5;1;1
T057;1828;02997-005;1;61;4;4;1;3;9;4;1;2;3;2;2;8;1976;5;2;1
T018;4578;08460-590;1;11;6;3;1;2;10;5;1;3;12;2;1;3;1986;1;1;1
T005;2930;03557-025;6;13;6;3;2;-;10;7;3;-;1;2;2;1;1993;4;1;1
T126;3704;04893-150;1;62;3;2;1;3;8;1;1;2;12;1;2;10;1976;2;2;1
T077;2017;04866-220;1;12;2;4;1;5;10;4;3;-;2;1;2;5;1989;2;1;2
T156;3478;04893-160;5;11;4;4;2;-;5;2;3;-;10;2;2;12;1986;1;1;1
T148;3318;03728-205;5;63;1;4;2;-;9;5;1;3;12;2;2;10;1998;2;2;2
T048;3830;04922-100;6;61;5;0;2;-;7;3;3;-;4;2;2;9;1998;3;1;3
T053;3241;03637-035;1;63;3;2;2;-;9;6;1;1;4;1;1;11;1951;1;1;2
T171;3944;08070-165;5;52;6;2;1;4;2;4;2;-;3;1;2;2;1960;1;2;3
T096;2021;04893-130;5;61;1;0;1;2;10;5;3;-;2;1;1;1;1980;2;2;2
T071;917;04845-085;6;63;4;3;1;4;2;5;1;3;2;2;2;11;1969;4;1;2
T149;2225;04866-210;1;13;4;4;2;-;3;1;1;3;2;1;1;10;1956;2;2;2
T135;4664;04852-740;5;62;1;1;2;-;5;2;1;3;1;2;1;10;1999;2;1;3
T130;2301;02635-174;5;15;6;0;1;3;3;5;2;-;10;2;1;6;1963;3;1;2
T177;3062;08080-363;5;65;1;0;2;-;10;1;2;-;12;2;1;8;1979;5;2;3
T121;2513;03637-110;5;61;6;2;1;1;5;7;2;-;12;2;1;3;1990;4;1;3
T023;4446;04855-570;5;63;4;4;1;2;8;3;1;2;6;1;1;12;1996;4;2;2
T023;1186;04855-550;6;62;2;2;1;2;4;5;2;-;4;1;1;2;1972;4;1;1
T059;961;04855-540;6;52;4;0;2;-;6;7;2;-;10;1;1;11;1970;1;1;2
T175;964;04855-535;5;63;1;4;1;6;5;5;2;-;3;1;2;5;1975;4;1;1
T181;2006;02837-185;5;14;3;4;2;-;5;4;1;2;4;2;2;10;1959;3;2;2
T052;1710;04777-030;6;51;6;4;1;5;7;1;3;-;6;2;2;10;1959;4;1;1
T175;830;08295-003;6;11;6;4;1;2;1;3;3;-;10;2;2;4;1974;4;1;2
T139;3096;04843-445;5;53;5;2;2;-;10;1;3;-;6;2;1;4;1952;4;2;2
T038;509;04843-435;1;13;2;3;2;-;2;7;3;-;1;1;2;11;1961;3;1;1
T135;3102;04843-425;6;63;5;3;1;4;7;7;3;-;12;2;1;11;1997;5;2;1
T076;5231;04856-690;6;53;4;2;2;-;6;3;3;-;3;2;1;10;1955;2;1;2
T014;3143;04852-026;5;62;2;0;2;-;10;2;2;-;4;2;2;11;1981;4;2;3
T002;1313;04847-200;5;65;2;3;1;5;7;2;2;-;6;2;2;1;1962;2;2;3
T072;1083;02635-172;5;63;1;4;2;-;4;1;2;-;6;1;1;7;1999;1;1;3
T151;801;05749-345;6;63;1;4;2;-;8;1;1;1;4;1;1;3;1984;3;1;1
T194;3817;02075-033;6;62;3;2;2;-;1;2;3;-;6;2;2;6;1981;1;1;2
T053;2879;04852-036;6;51;4;1;1;1;5;6;3;-;6;2;2;7;1967;2;2;1
T079;4742;04852-760;6;65;6;2;2;-;10;1;2;-;1;1;1;8;1954;2;1;1
T023;4429;04852-034;6;65;2;0;1;4;2;1;2;-;3;1;1;11;1971;5;1;1
T028;4270;04852-750;1;62;1;2;1;6;10;3;2;-;6;1;1;8;1962;5;2;1
T009;3938;05428-075;1;63;3;3;2;-;4;4;2;-;2;2;1;3;1956;1;1;3
T177;2762;04853-200;5;65;5;0;2;-;9;3;2;-;4;1;1;11;1999;5;2;3
T057;5164;04852-710;6;52;5;2;2;-;2;3;3;-;1;1;1;1;1976;3;1;1
T135;3086;04852-720;1;52;4;4;1;5;6;3;2;-;2;1;1;11;1994;4;1;1
T148;3642;04852-730;6;51;3;2;1;4;9;7;3;-;6;1;1;10;1958;1;2;1
T112;3057;04856-700;6;11;4;0;1;4;6;7;3;-;10;2;1;1;1983;1;2;3
T064;4870;04852-035;5;65;3;1;1;4;5;1;1;3;10;2;1;5;1995;4;2;1
T109;5165;04194-450;5;12;6;4;1;2;6;4;2;-;3;2;2;12;1983;2;1;2
T052;5532;04893-120;6;64;4;0;2;-;3;7;3;-;12;2;1;11;1957;2;1;3
T044;1347;03517-035;1;52;2;4;1;2;5;1;2;-;2;1;2;11;1961;1;1;1
T082;1690;04823-355;5;51;2;2;1;2;10;2;3;-;12;2;2;1;1974;2;1;2
T036;2967;05813-095;6;51;6;3;1;6;3;5;2;-;6;1;2;10;1963;2;2;2
T176;2062;08450-255;6;53;3;2;1;4;3;3;1;3;2;2;1;12;1956;4;2;1
T034;5015;02271-045;1;52;5;2;2;-;10;5;3;-;1;2;1;9;1985;4;1;3
T026;1293;03926-015;5;65;4;4;1;5;8;1;1;1;10;1;1;2;1982;2;2;1
T073;4891;05634-025;6;61;2;3;2;-;3;6;2;-;1;1;2;2;1982;4;2;3
T121;868;03337-055;6;62;4;3;1;6;9;7;2;-;2;1;2;3;1985;1;1;3
T138;2340;03333-005;6;63;6;1;2;-;10;4;1;2;1;1;2;9;1996;3;2;3
T034;1552;04194-500;6;14;1;2;1;6;4;1;2;-;10;2;1;1;1973;5;2;1
T096;2645;04194-490;6;63;6;1;2;-;3;4;3;-;6;2;2;8;1967;2;2;2
T091;1569;04194-480;1;52;2;3;2;-;10;5;1;2;10;1;2;4;1996;5;2;1
T162;1211;04856-680;1;51;5;1;2;-;3;7;1;2;6;1;2;9;1954;5;1;1
T128;4175;04194-360;1;64;6;4;1;4;3;4;1;3;1;2;1;8;1968;5;1;3
T168;258;04856-710;1;13;4;0;2;-;2;7;3;-;10;2;2;5;1998;1;1;3
T011;1146;04856-630;5;12;4;4;2;-;4;4;3;-;6;2;2;8;1976;3;2;2
T029;870;04856-720;6;12;2;3;2;-;7;7;3;-;6;1;1;12;1956;5;1;3
T009;2112;04856-670;1;53;2;2;1;6;6;4;1;2;2;1;2;11;1956;4;1;1
T041;1740;04856-650;6;13;4;3;1;2;3;5;3;-;12;1;1;10;1983;5;2;3
T114;1973;04194-470;1;65;5;1;1;4;3;1;1;3;12;1;1;4;1992;2;2;2
T080;450;04856-620;1;52;3;0;2;-;2;1;2;-;3;1;2;6;1963;5;2;1
T045;1430;04194-460;5;15;3;1;2;-;9;1;3;-;6;2;2;7;1997;2;2;3
T026;185;04194-400;1;12;4;1;1;4;10;6;1;2;2;1;1;1;1981;5;1;2
T148;4709;04194-410;1;13;3;3;1;6;2;7;3;-;12;1;2;5;1994;1;2;2
T181;92;04194-420;6;13;6;2;2;-;10;2;3;-;4;2;2;5;1984;5;2;1
T075;1330;04194-430;5;61;6;3;1;4;6;7;2;-;12;1;1;6;1961;2;1;2
T173;3727;04194-440;1;52;1;2;1;4;3;4;3;-;6;1;2;5;1966;3;2;1
T149;4088;02635-175;1;51;5;2;2;-;4;2;3;-;4;1;1;12;1951;3;2;3
T079;5481;04856-640;5;11;4;1;1;2;9;6;2;-;10;2;2;3;1980;1;1;3
T037;1667;02807-130;5;12;3;0;1;4;5;3;2;-;2;2;2;12;1996;4;1;2
T164;2522;02635-173;1;61;2;1;2;-;2;5;2;-;4;2;1;7;1961;2;1;2
T007;4640;08180-660;1;52;4;2;2;-;7;5;1;2;1;1;1;12;1996;1;1;3
T075;120;08180-670;5;52;2;3;1;2;2;7;1;1;4;2;2;7;1978;3;2;1
T132;3103;08180-680;6;65;1;4;1;4;6;5;3;-;2;1;2;4;1984;5;2;1
T060;1042;08180-690;1;15;5;2;2;-;3;5;3;-;6;2;2;7;1955;3;1;3
T062;4998;08180-700;1;15;6;2;1;6;5;7;2;-;10;1;2;4;1996;3;2;1
T147;1669;08180-710;1;63;2;2;1;2;6;4;1;1;1;2;2;8;1985;4;2;1
T026;2997;08180-720;1;51;1;2;2;-;10;5;2;-;2;2;2;12;1960;3;1;2
T021;4784;08180-730;6;11;2;3;1;4;10;7;2;-;12;1;2;6;1973;5;2;3
T020;5332;08180-740;6;64;3;2;1;6;1;1;1;2;1;1;2;6;1972;4;2;1
T015;2172;08180-750;6;14;4;4;1;6;7;1;2;-;3;1;1;10;1986;5;2;3
T041;1763;08180-760;5;53;2;0;1;6;4;2;2;-;12;1;2;12;1961;4;2;2
T045;181;08180-770;6;63;4;3;1;5;2;2;1;2;6;2;2;8;1997;5;1;2
T162;1164;08180-640;1;11;2;4;2;-;9;7;1;2;6;1;2;9;1967;5;2;1
T131;4273;05307-171;5;63;3;1;1;3;3;4;1;1;1;1;1;2;1950;3;1;3
T185;5215;08430-860;1;14;6;3;1;5;9;4;3;-;12;2;2;5;1966;2;2;3
T115;852;04847-230;5;63;2;3;1;2;7;6;1;1;1;2;2;11;1987;2;2;1
T118;3815;04852-410;5;65;3;3;2;-;8;7;1;1;3;1;1;5;1973;1;1;3
T112;183;05307-179;1;53;4;1;1;6;7;7;3;-;2;2;1;10;1974;1;2;1
T146;742;05307-177;1;53;4;1;2;-;2;6;2;-;4;1;1;3;1996;1;2;1
T164;497;08180-780;6;15;1;0;1;5;7;5;2;-;6;2;2;6;1996;1;1;3
T071;3913;05307-173;6;65;5;4;2;-;4;5;3;-;4;2;2;11;1957;5;2;3
T030;2735;08180-790;6;15;5;1;1;2;2;6;3;-;3;2;1;5;1973;5;2;1
T005;4843;04836-412;6;13;2;2;1;1;8;1;3;-;4;1;1;7;1981;3;2;1
T092;4333;04836-411;6;52;2;2;2;-;8;1;2;-;4;2;1;3;1950;5;1;2
T004;1897;02031-205;1;61;4;1;2;-;5;1;2;-;1;2;2;12;2000;3;1;2
T155;2935;02952-165;5;62;1;2;2;-;3;6;1;2;2;2;2;5;1962;3;1;3
T039;673;04895-275;6;62;3;1;2;-;2;5;1;2;3;1;2;9;1956;5;1;2
T102;3287;08180-630;5;52;5;2;2;-;5;1;3;-;1;2;1;8;1987;5;1;2
T118;924;05307-175;1;13;4;4;1;1;1;5;2;-;2;1;1;1;1961;1;2;1
T034;3369;04859-355;6;63;2;2;2;-;6;1;2;-;1;2;1;2;1954;2;1;2
T012;5539;02635-176;6;64;4;2;1;6;4;3;3;-;6;1;1;6;1998;1;2;3
T126;5117;04960-105;1;14;2;4;2;-;10;6;2;-;2;1;2;1;1960;3;2;1
T087;3825;02280-330;6;14;5;3;2;-;10;3;1;3;10;2;1;1;1954;4;1;1
T007;908;04820-075;6;12;1;1;2;-;9;3;2;-;12;2;1;11;1953;4;2;2
T102;1634;05207-220;1;13;5;4;1;2;6;3;2;-;4;2;1;11;1955;3;1;2
T148;3770;04856-557;6;52;3;0;1;2;7;6;2;-;1;1;2;10;1995;3;2;3
T184;3342;08452-425;6;14;2;2;2;-;2;1;2;-;1;1;1;11;1963;5;1;1
T048;747;08452-435;6;13;5;2;1;2;5;6;3;-;6;1;1;5;1957;2;1;1
T085;2130;08452-445;6;64;2;1;2;-;6;6;2;-;2;1;2;6;1951;5;1;2
T082;2035;08452-455;6;15;2;0;1;6;9;7;1;1;2;1;2;10;1990;2;1;1
T048;3199;04859-335;6;65;1;3;1;2;7;6;1;1;3;2;1;2;1982;4;1;3
T133;2449;03756-075;5;64;6;4;2;-;8;7;1;2;10;2;1;12;1998;4;2;2
T154;5491;04859-340;1;61;4;4;2;-;5;3;2;-;10;1;2;10;1981;5;2;3
T155;5135;08180-650;5;14;3;4;1;1;2;3;2;-;10;1;2;9;1959;2;1;1
T018;5379;04859-385;1;65;4;4;1;5;4;3;1;1;4;2;2;8;1974;1;1;3
T116;807;08180-620;5;52;1;0;1;4;9;1;1;1;10;1;2;2;1961;5;1;3
T025;2148;08180-600;5;61;6;1;2;-;1;3;2;-;2;2;1;4;1986;1;1;2
T096;4013;05267-235;5;63;5;2;2;-;9;5;1;1;2;2;1;4;1953;4;2;1
T075;1732;03736-005;6;11;5;0;2;-;9;5;3;-;1;1;2;5;1981;4;2;1
T138;831;04859-399;5;65;6;2;2;-;6;5;3;-;1;1;1;11;1985;1;1;1
T003;3426;04859-345;6;65;4;0;1;3;10;1;3;-;4;2;2;12;1979;4;1;3
T160;1778;04859-390;5;61;2;4;2;-;7;6;1;3;6;1;1;10;1987;3;2;3
T023;5479;04859-350;5;61;5;0;2;-;5;5;1;1;12;1;2;5;1973;2;2;2
T139;3693;04859-380;5;12;3;1;2;-;1;3;3;-;12;2;1;3;1994;2;2;3
T120;1193;04859-375;5;14;2;0;1;3;2;2;1;3;6;1;2;9;1953;4;1;3
T165;1171;04859-370;1;51;2;2;2;-;2;1;1;2;6;2;1;7;1950;5;2;2
T154;1321;04859-365;1;51;2;3;2;-;1;1;2;-;12;2;1;7;1990;3;1;2
T042;2477;04859-360;1;51;4;2;2;-;4;2;1;1;4;1;2;2;1975;1;1;2
T067;2713;04847-210;1;13;1;2;1;3;1;7;1;1;1;2;2;4;1982;3;1;3
T045;3187;04859-395;6;13;2;4;2;-;6;4;3;-;12;1;1;6;1981;3;2;1
T008;1598;04963-250;1;11;6;3;1;5;5;6;2;-;1;1;1;5;1975;1;1;1
T132;4341;08143-250;5;61;3;4;2;-;9;1;1;1;12;2;1;10;1966;1;1;3
T152;4837;05164-128;1;51;2;1;2;-;8;4;1;2;10;2;1;2;1972;3;1;1
T140;543;05164-127;1;52;1;0;2;-;7;4;2;-;1;2;2;6;1996;2;2;3
T099;2857;04186-015;6;11;4;0;1;2;3;6;2;-;2;2;1;12;1958;2;1;1
T112;582;02378-180;5;13;5;2;1;1;6;7;3;-;4;1;1;2;1960;4;1;3
T139;2529;08151-605;5;61;5;3;1;1;3;7;1;1;12;1;1;6;1965;3;1;3
T161;4346;04963-240;6;11;2;4;2;-;5;2;3;-;1;1;1;9;1992;3;1;1
T174;3730;04963-195;5;52;4;1;2;-;4;3;1;2;10;1;2;1;1967;5;2;3
T175;946;04963-260;6;61;1;2;1;6;10;3;1;1;6;2;1;3;1974;2;2;1
T056;3761;08245-475;1;61;3;1;1;1;5;7;2;-;6;1;2;8;1986;1;1;2
T020;1744;05164-133;6;12;5;3;2;-;9;6;2;-;1;2;1;8;1986;5;2;2
T139;221;04963-290;5;53;6;4;1;4;8;5;1;3;1;2;2;10;1961;1;2;3
T134;3995;05164-134;5;51;1;4;2;-;8;7;2;-;10;1;1;4;1979;3;1;3
T038;380;04963-225;6;14;3;2;1;4;8;4;2;-;3;1;2;6;1964;1;1;3
T051;2805;04963-270;5;15;6;1;2;-;10;1;2;-;4;2;1;4;1992;2;1;2
T074;569;04963-185;5;11;1;3;2;-;1;1;1;1;6;1;2;3;1972;2;1;3
T137;5493;04963-280;5;64;2;1;1;1;9;2;1;3;10;1;1;4;1951;2;2;2
T033;279;08151-625;6;62;1;3;1;5;6;3;1;1;6;2;2;3;1992;5;2;2
T061;4925;08151-635;6;62;3;2;1;1;3;3;1;3;1;2;1;10;1991;4;2;1
T175;2646;08151-645;6;11;2;1;1;5;4;2;2;-;6;2;2;5;1990;1;2;2
T049;2376;08150-164;5;11;2;3;1;2;9;1;2;-;4;1;2;10;1979;2;1;3
T057;4366;08150-168;6;13;5;3;1;4;7;6;2;-;3;2;2;7;1971;3;2;3
T179;3474;08150-166;1;51;3;1;2;-;7;5;2;-;2;1;2;5;1965;4;2;2
T069;1614;04963-230;6;13;5;2;2;-;7;1;1;3;1;1;2;1;1969;4;1;2
T064;3955;08150-810;5;15;3;1;2;-;7;7;1;3;1;1;1;8;1962;5;1;3
T029;2047;08143-240;6;51;5;2;1;6;4;5;3;-;12;2;2;6;1970;2;1;2
T024;2867;08143-230;5;63;5;4;2;-;8;5;3;-;2;1;1;11;1974;4;2;1
T048;2740;04862-030;5;11;5;0;2;-;2;4;3;-;2;1;1;12;1960;3;1;2
T097;3569;08142-810;6;62;4;0;2;-;2;3;1;2;1;2;1;12;1991;5;1;2
T168;4070;08142-800;5;11;1;1;1;2;3;2;1;2;4;1;2;4;1963;1;2;2
T151;1022;08142-780;5;53;2;0;1;6;6;6;2;-;4;1;1;8;1980;2;1;1
T187;5550;08142-760;6;12;2;0;1;3;1;5;2;-;4;1;2;5;1952;2;2;1
T040;2279;04962-000;5;64;5;3;1;3;1;3;3;-;12;2;2;9;1985;5;2;2
T176;4297;04965-140;5;51;5;4;1;2;9;1;1;3;6;2;2;9;1961;4;2;2
T059;1573;04963-010;5;52;4;4;1;6;7;4;1;3;10;1;2;3;1966;3;1;1
T040;5083;05164-129;1;62;5;0;2;-;6;6;2;-;3;2;2;12;1988;2;1;2
T046;5448;08150-820;6;64;1;0;1;4;2;1;1;1;10;1;1;6;1961;5;2;3
T023;1786;08131-325;1;65;2;4;1;5;9;6;3;-;2;1;1;11;1963;5;2;1
T052;2505;02366-265;6;52;2;0;2;-;9;4;2;-;6;2;1;6;1999;1;2;3
T030;2870;05797-010;5;14;4;1;1;4;8;5;3;-;1;2;1;3;1964;4;2;2
T035;683;08490-630;1;11;6;2;1;3;7;3;2;-;6;2;2;2;1951;5;2;3
T101;5188;08490-640;1;53;2;4;2;-;2;5;3;-;2;1;1;7;1997;2;1;2
T037;4673;03277-025;5;63;2;2;1;6;4;3;1;3;2;2;2;3;1982;3;1;3
T143;1995;05396-465;6;51;3;0;1;4;5;4;2;-;6;2;2;12;1956;2;2;1
T077;1337;08121-106;5;65;1;1;1;3;9;2;2;-;4;1;2;1;1991;4;1;1
T046;586;08121-103;1;65;6;0;1;6;4;1;2;-;3;1;2;4;1990;2;1;3
T131;4565;05164-137;5;62;2;4;2;-;10;7;1;1;12;2;1;12;1958;4;1;1
T051;2511;05164-139;5;52;2;2;2;-;1;6;2;-;3;2;1;12;1992;1;1;3
T193;642;02365-010;6;61;2;3;1;3;9;2;1;2;4;1;2;1;1974;2;1;1
T189;695;08111-730;5;52;6;0;2;-;9;4;3;-;10;2;1;3;1987;4;1;2
T151;5160;08111-785;1;52;3;1;2;-;9;7;3;-;10;1;2;5;1950;1;2;3
T103;4111;08111-780;5;64;2;2;1;3;6;7;1;1;6;1;1;2;1963;5;1;3
T085;993;08111-775;1;14;2;4;1;2;8;5;2;-;12;1;1;10;1990;2;1;2
T169;930;08111-770;6;65;5;3;2;-;2;7;2;-;10;2;1;6;1988;5;1;2
T125;1934;08430-865;5;11;3;1;2;-;4;5;3;-;3;1;1;8;1992;2;2;1
T116;575;08111-765;6;61;4;2;2;-;5;6;1;2;12;1;2;4;1961;1;2;1
T107;599;08111-760;6;51;3;3;2;-;4;4;2;-;6;2;2;3;1969;1;2;2
T072;397;08111-755;1;13;2;3;1;4;1;6;3;-;10;2;1;4;1969;3;2;3
T026;1684;08111-750;6;14;1;4;1;1;4;7;3;-;4;1;2;7;1979;2;2;2
T147;1084;08111-745;6;65;6;3;1;5;6;2;2;-;12;2;2;6;1984;2;1;3
T167;4671;08150-265;1;53;1;3;2;-;3;3;3;-;2;1;1;12;1966;3;2;2
T034;2011;08111-735;5;64;4;2;1;4;3;5;1;2;10;1;1;3;1950;2;1;2
T193;2865;08111-800;1;13;5;3;2;-;9;2;3;-;1;2;1;10;1972;5;1;3
T100;4076;03383-105;6;63;5;0;2;-;9;3;1;2;6;2;1;3;1981;3;2;1
T005;2132;04883-405;1;12;4;1;1;4;9;4;3;-;10;2;2;10;1980;4;2;3
T199;5540;04963-300;1;62;4;3;1;4;8;6;3;-;4;2;2;11;1984;5;2;2
T028;2639;08130-465;1;64;6;2;2;-;1;2;1;1;12;1;2;3;1967;3;1;2
T029;885;08130-005;1;13;3;4;2;-;3;1;3;-;12;2;2;5;1955;5;1;3
T101;2872;08150-162;6;64;5;0;2;-;4;1;3;-;3;1;2;3;1975;4;1;3
T004;4454;08150-160;6;62;6;1;2;-;5;6;3;-;4;2;2;8;1968;3;2;1
T148;1907;08150-158;5;65;2;4;1;1;3;2;3;-;3;1;2;6;1950;3;1;2
T020;4413;08150-156;5;12;1;0;1;4;8;2;1;2;1;1;1;1;1955;4;2;2
T082;3917;08150-154;1;52;3;1;2;-;1;7;2;-;10;1;2;8;1997;5;2;1
T127;4396;08111-740;5;51;2;2;1;3;1;5;3;-;10;2;2;10;1977;1;1;2
T080;4737;08150-700;1;62;1;2;2;-;10;3;2;-;1;2;2;12;1985;5;2;1
T075;3623;08142-790;1;13;5;0;2;-;10;5;3;-;6;1;1;3;1963;3;2;2
T032;1949;08150-152;1;51;6;4;2;-;3;7;3;-;12;2;1;12;1954;1;2;2
T060;1597;08150-800;5;11;4;2;1;5;2;5;1;2;4;1;1;11;1969;3;1;1
T132;659;08150-790;5;11;6;0;2;-;3;5;2;-;3;1;1;10;1967;2;2;2
T022;3220;08150-780;1;11;5;3;1;2;10;4;3;-;2;2;1;8;1995;5;1;3
T140;1516;08150-770;1;63;2;0;2;-;5;6;3;-;3;1;2;4;1983;1;2;2
T106;1188;08150-760;5;52;1;0;1;3;1;5;1;3;6;1;2;12;1990;3;2;1
T096;2628;08150-750;6;65;6;0;1;4;6;3;3;-;6;2;2;4;1990;2;1;3
T021;4878;08150-740;1;61;4;4;1;6;4;7;3;-;1;2;1;10;1954;2;2;1
T109;4317;08150-730;5;62;4;4;2;-;3;7;1;3;10;2;2;4;1987;2;1;1
